Variables: 1 4 0 0 0 0 3 0 Objectives: 124.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=160}
Variables: 0 12 0 0 0 0 3 10 Objectives: 44.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=49}
Variables: 0 14 0 0 0 0 1 0 Objectives: 56.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=61}
Variables: 0 7 4 0 6 0 0 10 Objectives: 26.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=27}
Variables: 1 7 0 0 0 0 3 1 Objectives: 22.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=23}
Variables: 1 0 0 0 0 11 1 10 Objectives: 20.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=21}
Variables: 1 0 0 11 0 7 1 6 Objectives: 16.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=17}
Variables: 6 12 0 0 0 0 4 0 Objectives: 16.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=24}
Variables: 1 4 12 0 0 0 3 0 Objectives: 13.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=20}
Variables: 0 5 0 0 0 0 1 12 Objectives: 12.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=15}
Variables: 0 0 12 1 3 0 0 13 Objectives: 11.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=13}
Variables: 0 8 0 0 1 0 3 3 Objectives: 11.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=18}
Variables: 7 4 0 0 0 0 7 0 Objectives: 10.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=19}
Variables: 1 13 6 0 6 0 0 3 Objectives: 8.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=8}
Variables: 8 8 0 0 0 0 11 0 Objectives: 8.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=8}
Variables: 1 7 0 11 0 4 1 0 Objectives: 7.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=7}
Variables: 1 7 0 11 0 7 0 0 Objectives: 7.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=7}
Variables: 1 4 12 0 0 0 3 3 Objectives: 6.0 Constraints: 	AlgorithmAttributes: {cilabo.gbml.solution.util.attribute.NumberOfWinner=7}
